travelCode,User_ID,Departure,Arrival,Check-in,Hotel,Stars,Bedroom Type,Room Price per Night,Number of Adults,Number of Children,Number of Bedrooms,Total Price per Night,Amenities,Days of Stay,Total Cost,Check-Out,Hotel_ID
91401,902,Mumbai,Gangtok,2019-12-19,Hotel Sonam Delek,3,Suite,4520,2,3,2,9040,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",4,36160,2019-12-23,GANG9
92209,909,Ranchi,Gangtok,2020-11-12,Hotel Sonam Delek,3,Deluxe,3314,2,0,1,3314,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",3,9942,2020-11-15,GANG9
94551,934,Chandigarh,Gangtok,2020-01-16,Hotel Sonam Delek,3,Executive,3917,1,1,1,3917,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",6,23502,2020-01-22,GANG9
98422,975,Hisar,Gangtok,2020-04-23,Hotel Sonam Delek,3,Suite,4520,4,0,2,9040,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",2,18080,2020-04-25,GANG9
98924,980,Nashik,Gangtok,2020-05-14,Hotel Sonam Delek,3,Deluxe,3314,4,2,3,9942,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",2,19884,2020-05-16,GANG9
102502,1017,Kota,Gangtok,2020-03-19,Hotel Sonam Delek,3,Suite,4520,4,1,3,13560,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",7,94920,2020-03-26,GANG9
103310,1026,Mysuru,Gangtok,2020-07-23,Hotel Sonam Delek,3,Executive,3917,2,2,2,7834,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,39170,2020-07-28,GANG9
108218,1074,Hisar,Gangtok,2020-05-21,Hotel Sonam Delek,3,Executive,3917,2,0,1,3917,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,15668,2020-05-25,GANG9
111151,1101,Chennai,Gangtok,2022-07-21,Hotel Sonam Delek,3,Executive,3917,3,3,3,11751,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle']",2,23502,2022-07-23,GANG9
113826,1131,Raipur,Gangtok,2020-11-26,Hotel Sonam Delek,3,Deluxe,3314,2,1,2,6628,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,33140,2020-12-01,GANG9
115020,1145,Surat,Gangtok,2020-05-14,Hotel Sonam Delek,3,Executive,3917,2,1,2,7834,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,15668,2020-05-16,GANG9
116388,1155,Mumbai,Gangtok,2019-10-03,Hotel Sonam Delek,3,Suite,4520,3,2,3,13560,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,54240,2019-10-07,GANG9
118243,1172,Pune,Gangtok,2020-04-16,Hotel Sonam Delek,3,Executive,3917,1,1,1,3917,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",3,11751,2020-04-19,GANG9
119531,1186,Vijayawada,Gangtok,2020-02-27,Hotel Sonam Delek,3,Suite,4520,3,0,2,9040,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",2,18080,2020-02-29,GANG9
120553,1196,Gwalior,Gangtok,2020-04-09,Hotel Sonam Delek,3,Executive,3917,2,3,2,7834,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",7,54838,2020-04-16,GANG9
124739,1231,Shillong,Gangtok,2022-04-07,Hotel Sonam Delek,3,Executive,3917,2,0,1,3917,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,7834,2022-04-09,GANG9
126823,1253,Udaipur,Gangtok,2022-11-17,Hotel Sonam Delek,3,Suite,4520,3,1,2,9040,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,45200,2022-11-22,GANG9
129973,1280,Dabolim,Gangtok,2020-09-10,Hotel Sonam Delek,3,Deluxe,3314,2,0,1,3314,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",5,16570,2020-09-15,GANG9
130584,1284,Bilaspur,Gangtok,2020-06-11,Hotel Sonam Delek,3,Suite,4520,2,2,2,9040,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",5,45200,2020-06-16,GANG9
134083,1320,Shillong,Gangtok,2021-05-13,Hotel Sonam Delek,3,Deluxe,3314,4,0,2,6628,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",5,33140,2021-05-18,GANG9
1007,9,Dabolim,Chennai,2019-12-05,"Trident, Chennai",5,Suite,12808,1,0,1,12808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",4,51232,2019-12-09,CHEN3
1174,10,Gwalior,Chennai,2020-12-03,"Trident, Chennai",5,Executive,11101,3,2,3,33303,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",1,33303,2020-12-04,CHEN3
3793,39,Patna,Chennai,2020-05-21,"Trident, Chennai",5,Executive,11101,2,0,1,11101,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",1,11101,2020-05-22,CHEN3
4417,44,Nashik,Chennai,2021-02-25,"Trident, Chennai",5,Executive,11101,3,1,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",5,111010,2021-03-02,CHEN3
4798,47,Tirupati,Chennai,2021-08-05,"Trident, Chennai",5,Executive,11101,3,3,3,33303,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,33303,2021-08-06,CHEN3
10276,104,Bhubaneswar,Chennai,2021-07-22,"Trident, Chennai",5,Suite,12808,1,2,1,12808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,25616,2021-07-24,CHEN3
18460,182,Jamshedpur,Chennai,2021-06-03,"Trident, Chennai",5,Deluxe,9393,4,2,3,28179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",5,140895,2021-06-08,CHEN3
24183,237,Kota,Chennai,2019-12-19,"Trident, Chennai",5,Suite,12808,3,1,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",1,25616,2019-12-20,CHEN3
25241,244,Nashik,Chennai,2020-02-20,"Trident, Chennai",5,Deluxe,9393,2,0,1,9393,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",2,18786,2020-02-22,CHEN3
28143,268,Patna,Chennai,2022-03-31,"Trident, Chennai",5,Executive,11101,3,3,3,33303,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,133212,2022-04-04,CHEN3
28219,269,Guwahati,Chennai,2020-03-05,"Trident, Chennai",5,Suite,12808,1,0,1,12808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,25616,2020-03-07,CHEN3
32449,312,Raigarh,Chennai,2021-01-21,"Trident, Chennai",5,Executive,11101,4,1,3,33303,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",4,133212,2021-01-25,CHEN3
35665,341,Bhubaneswar,Chennai,2021-08-19,"Trident, Chennai",5,Suite,12808,4,1,3,38424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,115272,2021-08-22,CHEN3
39056,375,Udaipur,Chennai,2020-10-15,"Trident, Chennai",5,Suite,12808,4,3,4,51232,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",3,153696,2020-10-18,CHEN3
43731,429,Jaipur,Chennai,2020-02-27,"Trident, Chennai",5,Deluxe,9393,3,2,3,28179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,84537,2020-03-01,CHEN3
44152,432,Mopa,Chennai,2020-03-05,"Trident, Chennai",5,Executive,11101,4,1,3,33303,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",5,166515,2020-03-10,CHEN3
45640,445,Mysuru,Chennai,2022-06-09,"Trident, Chennai",5,Executive,11101,3,1,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service']",1,22202,2022-06-10,CHEN3
45645,445,Ranchi,Chennai,2022-07-14,"Trident, Chennai",5,Suite,12808,3,0,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",2,51232,2022-07-16,CHEN3
46474,452,Imphal,Chennai,2021-04-01,"Trident, Chennai",5,Deluxe,9393,4,1,3,28179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",4,112716,2021-04-05,CHEN3
48574,477,Dehradun,Chennai,2020-10-15,"Trident, Chennai",5,Suite,12808,1,1,1,12808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,12808,2020-10-16,CHEN3
51038,497,Mopa,Chennai,2021-06-03,"Trident, Chennai",5,Executive,11101,1,2,1,11101,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",7,77707,2021-06-10,CHEN3
52040,504,Shillong,Chennai,2023-03-09,"Trident, Chennai",5,Deluxe,9393,3,1,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",7,131502,2023-03-16,CHEN3
52095,505,Bilaspur,Chennai,2020-08-06,"Trident, Chennai",5,Executive,11101,2,1,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,22202,2020-08-07,CHEN3
57429,559,Dehradun,Chennai,2020-03-26,"Trident, Chennai",5,Executive,11101,4,0,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad', 'Private Butler']",4,88808,2020-03-30,CHEN3
57683,562,Puri,Chennai,2019-10-17,"Trident, Chennai",5,Deluxe,9393,4,2,3,28179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",6,169074,2019-10-23,CHEN3
62428,608,Delhi NCR,Chennai,2020-09-03,"Trident, Chennai",5,Deluxe,9393,3,0,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",2,37572,2020-09-05,CHEN3
62594,611,Vijayawada,Chennai,2020-01-16,"Trident, Chennai",5,Suite,12808,4,3,4,51232,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",5,256160,2020-01-21,CHEN3
65917,640,Navi Mumbai,Chennai,2022-04-07,"Trident, Chennai",5,Suite,12808,2,2,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,25616,2022-04-08,CHEN3
67603,655,Bengaluru,Chennai,2020-08-27,"Trident, Chennai",5,Deluxe,9393,2,2,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",5,93930,2020-09-01,CHEN3
67860,658,Dhubri,Chennai,2020-10-08,"Trident, Chennai",5,Executive,11101,2,2,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",2,44404,2020-10-10,CHEN3
68517,664,Shimla,Chennai,2020-02-13,"Trident, Chennai",5,Suite,12808,2,1,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,51232,2020-02-15,CHEN3
69505,673,Puri,Chennai,2021-11-25,"Trident, Chennai",5,Executive,11101,2,0,1,11101,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",5,55505,2021-11-30,CHEN3
70733,685,Udaipur,Chennai,2020-06-04,"Trident, Chennai",5,Executive,11101,4,0,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",5,111010,2020-06-09,CHEN3
77547,754,Bhubaneswar,Chennai,2020-04-02,"Trident, Chennai",5,Executive,11101,3,0,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",5,111010,2020-04-07,CHEN3
79104,769,Amritsar,Chennai,2019-10-31,"Trident, Chennai",5,Suite,12808,4,3,4,51232,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",4,204928,2019-11-04,CHEN3
80993,788,Mopa,Chennai,2021-03-11,"Trident, Chennai",5,Suite,12808,3,0,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",2,51232,2021-03-13,CHEN3
82679,808,Kota,Chennai,2020-04-23,"Trident, Chennai",5,Executive,11101,2,1,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",7,155414,2020-04-30,CHEN3
83597,818,Srinagar,Chennai,2020-03-12,"Trident, Chennai",5,Suite,12808,1,1,1,12808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",5,64040,2020-03-17,CHEN3
86160,848,Srinagar,Chennai,2022-11-03,"Trident, Chennai",5,Executive,11101,2,3,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",7,155414,2022-11-10,CHEN3
88185,871,Khowai,Chennai,2019-12-26,"Trident, Chennai",5,Deluxe,9393,2,3,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",3,56358,2019-12-29,CHEN3
90493,895,Ludhiana,Chennai,2019-10-10,"Trident, Chennai",5,Deluxe,9393,3,2,3,28179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",6,169074,2019-10-16,CHEN3
90700,896,Kota,Chennai,2021-09-09,"Trident, Chennai",5,Suite,12808,3,2,3,38424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",3,115272,2021-09-12,CHEN3
94544,934,Shillong,Chennai,2019-11-28,"Trident, Chennai",5,Suite,12808,3,1,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",7,179312,2019-12-05,CHEN3
97160,960,Dhubri,Chennai,2021-08-26,"Trident, Chennai",5,Deluxe,9393,4,0,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",5,93930,2021-08-31,CHEN3
97241,961,Tirupati,Chennai,2020-10-29,"Trident, Chennai",5,Suite,12808,3,0,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",2,51232,2020-10-31,CHEN3
103703,1028,Ahmedabad,Chennai,2021-04-08,"Trident, Chennai",5,Deluxe,9393,4,0,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",4,75144,2021-04-12,CHEN3
106237,1055,Ahmedabad,Chennai,2019-09-26,"Trident, Chennai",5,Suite,12808,4,1,3,38424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,153696,2019-09-30,CHEN3
109993,1090,Mopa,Chennai,2020-02-27,"Trident, Chennai",5,Deluxe,9393,4,0,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,112716,2020-03-04,CHEN3
110077,1091,Srinagar,Chennai,2019-12-05,"Trident, Chennai",5,Suite,12808,4,1,3,38424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",6,230544,2019-12-11,CHEN3
110638,1097,Jamshedpur,Chennai,2019-10-10,"Trident, Chennai",5,Deluxe,9393,4,2,3,28179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",3,84537,2019-10-13,CHEN3
111413,1104,Mopa,Chennai,2020-08-13,"Trident, Chennai",5,Suite,12808,2,3,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",6,153696,2020-08-19,CHEN3
111936,1108,Hisar,Chennai,2021-11-25,"Trident, Chennai",5,Suite,12808,2,3,2,25616,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",6,153696,2021-12-01,CHEN3
112207,1112,Ayodhya,Chennai,2019-11-22,"Trident, Chennai",5,Deluxe,9393,3,2,3,28179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",4,112716,2019-11-26,CHEN3
112724,1118,Dabolim,Chennai,2020-12-17,"Trident, Chennai",5,Suite,12808,4,3,4,51232,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,51232,2020-12-18,CHEN3
114586,1140,Chandigarh,Chennai,2019-10-31,"Trident, Chennai",5,Deluxe,9393,2,3,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",2,37572,2019-11-02,CHEN3
115505,1148,Raigarh,Chennai,2021-02-04,"Trident, Chennai",5,Suite,12808,3,2,3,38424,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",4,153696,2021-02-08,CHEN3
116841,1158,Khowai,Chennai,2019-10-10,"Trident, Chennai",5,Suite,12808,1,1,1,12808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler', 'Helipad']",1,12808,2019-10-11,CHEN3
117692,1165,Puri,Chennai,2021-11-11,"Trident, Chennai",5,Executive,11101,2,1,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,88808,2021-11-15,CHEN3
117890,1166,Gangtok,Chennai,2022-04-07,"Trident, Chennai",5,Deluxe,9393,2,1,2,18786,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",1,18786,2022-04-08,CHEN3
120957,1199,Bhubaneswar,Chennai,2019-12-12,"Trident, Chennai",5,Executive,11101,3,2,3,33303,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",2,66606,2019-12-14,CHEN3
121213,1202,Puducherry,Chennai,2021-03-04,"Trident, Chennai",5,Executive,11101,2,1,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,66606,2021-03-07,CHEN3
126519,1252,Hisar,Chennai,2020-11-12,"Trident, Chennai",5,Suite,12808,4,3,4,51232,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",7,358624,2020-11-19,CHEN3
127761,1260,Kullu-Manali,Chennai,2020-10-22,"Trident, Chennai",5,Executive,11101,3,1,2,22202,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Limousine Service', 'Helipad']",4,88808,2020-10-26,CHEN3
130314,1282,Dehradun,Chennai,2020-06-04,"Trident, Chennai",5,Executive,11101,1,1,1,11101,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad']",7,77707,2020-06-11,CHEN3
130562,1284,Ludhiana,Chennai,2020-02-09,"Trident, Chennai",5,Deluxe,9393,1,2,1,9393,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",5,46965,2020-02-14,CHEN3
130852,1288,Amritsar,Chennai,2019-10-24,"Trident, Chennai",5,Suite,12808,4,3,4,51232,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler', 'Helipad', 'Limousine Service']",4,204928,2019-10-28,CHEN3
131133,1290,Jamshedpur,Chennai,2020-05-28,"Trident, Chennai",5,Suite,12808,1,0,1,12808,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",3,38424,2020-05-31,CHEN3
132208,1302,Mysuru,Chennai,2021-12-23,"Trident, Chennai",5,Executive,11101,4,1,3,33303,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",1,33303,2021-12-24,CHEN3
