TravelCode,UserID,City,Hotel,Rating,BedroomType,PricePerNight,Adults,Children,TotalRooms,TotalPrice,Amenities,StayingDays,TotalCost,CheckOut,CheckIn,Images
72308,702,Jamshedpur,The Sonnet Jamshedpur,4,Deluxe,6443,1,0,1,6443,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",2,12886,28-05-2022,26-05-2022,https://tse1.mm.bing.net/th?q=The+Sonnet+Jamshedpur+Jamshedpur
72310,702,Itanagar,Hotel SOLA-JU,2,Deluxe,3293,1,0,1,3293,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",3,9879,12-06-2022,09-06-2022,https://tse1.mm.bing.net/th?q=Hotel+SOLA-JU+Itanagar
72311,702,Gwalior,"Hotel Grace, Gwalior",3,Deluxe,4521,3,1,2,9042,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",1,9042,17-06-2022,16-06-2022,https://tse1.mm.bing.net/th?q=Hotel+Grace+Gwalior
72312,702,Puri,Hotel Gandhara,2,Executive,3809,3,1,2,7618,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",2,15236,25-06-2022,23-06-2022,https://tse1.mm.bing.net/th?q=Hotel+Gandhara+Puri
72315,702,Jamshedpur,Hotel Shadab Tower,3,Executive,6093,2,1,2,12186,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",7,85302,21-07-2022,14-07-2022,https://tse1.mm.bing.net/th?q=Hotel+Shadab+Tower+Jamshedpur
72318,702,Gangtok,WelcomHeritage Denzong Regency,4,Deluxe,7619,1,1,1,7619,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,7619,05-08-2022,04-08-2022,https://tse1.mm.bing.net/th?q=WelcomHeritage+Denzong+Regency+Gangtok
72328,702,Srinagar,The LaLit Grand Palace Srinagar,5,Suite,15208,4,1,3,45624,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",3,136872,16-10-2022,13-10-2022,https://tse1.mm.bing.net/th?q=The+LaLit+Grand+Palace+Srinagar+Srinagar
72329,702,Bilaspur,Courtyard by Marriott Bilaspur,5,Deluxe,10879,1,2,1,10879,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Helipad']",6,65274,27-10-2022,21-10-2022,https://tse1.mm.bing.net/th?q=Courtyard+by+Marriott+Bilaspur
72332,702,Delhi NCR,Holiday Inn New Delhi International Airport,4,Executive,8594,1,0,1,8594,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",3,25782,13-11-2022,10-11-2022,https://tse1.mm.bing.net/th?q=Holiday+Inn+New+Delhi+International+Airport
72333,702,Thiruvananthapuram,Hilton Garden Inn Trivandrum,5,Deluxe,11267,2,1,2,22534,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",7,157738,24-11-2022,17-11-2022,https://tse1.mm.bing.net/th?q=Hilton+Garden+Inn+Trivandrum+Thiruvananthapuram
72342,703,Prayagraj,Hotel Harsh Ananda,4,Deluxe,6470,1,0,1,6470,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",1,6470,15-11-2019,14-11-2019,https://tse1.mm.bing.net/th?q=Hotel+Harsh+Ananda+Prayagraj
72346,703,Udaipur,Raghu Mahal Hotel,3,Suite,5366,2,0,1,5366,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",3,16098,15-12-2019,12-12-2019,https://tse1.mm.bing.net/th?q=Raghu+Mahal+Hotel+Udaipur
72349,703,Bhopal,Hotel Arch Manor Deluxe,3,Deluxe,3400,4,0,2,6800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar', 'Airport Shuttle']",6,40800,08-01-2020,02-01-2020,https://tse1.mm.bing.net/th?q=Hotel+Arch+Manor+Deluxe+Bhopal
72350,703,Hyderabad,Marriott Hotel & Convention Centre,5,Deluxe,10436,2,3,2,20872,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",7,146104,16-01-2020,09-01-2020,https://tse1.mm.bing.net/th?q=Marriott+Hotel+&+Convention+Centre+Hyderabad
72353,703,Kota,Hotel 5 Flowers Ananta Elite,3,Deluxe,3698,3,0,2,7396,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,14792,01-02-2020,30-01-2020,https://tse1.mm.bing.net/th?q=Hotel+5+Flowers+Ananta+Elite+Kota
72356,703,Shimla,Clarkes Hotel,4,Executive,7661,2,1,2,15322,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",7,107254,27-02-2020,20-02-2020,https://tse1.mm.bing.net/th?q=Clarkes+Hotel+Shimla
72360,703,Hisar,Hotel Relax Inn,1,Deluxe,5397,4,2,3,16191,"['Wi-Fi', 'Parking']",1,16191,20-03-2020,19-03-2020,https://tse1.mm.bing.net/th?q=Hotel+Relax+Inn+Hisar
72362,703,Puri,Mayfair Waves,5,Executive,13538,1,2,1,13538,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",4,54152,06-04-2020,02-04-2020,https://tse1.mm.bing.net/th?q=Mayfair+Waves+Puri
72365,703,Varanasi,Radisson Hotel Varanasi,5,Suite,13665,2,1,2,27330,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler']",2,54660,25-04-2020,23-04-2020,https://tse1.mm.bing.net/th?q=Radisson+Hotel+Varanasi+Varanasi
72367,703,Thiruvananthapuram,Apollo Dimora,4,Executive,6800,1,2,1,6800,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Sauna', 'Rooftop Lounge']",4,27200,11-05-2020,07-05-2020,https://tse1.mm.bing.net/th?q=Apollo+Dimora+Thiruvananthapuram
72371,703,Coimbatore,Hash Six Hotels,4,Executive,8733,2,2,2,17466,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",2,34932,06-06-2020,04-06-2020,https://tse1.mm.bing.net/th?q=Hash+Six+Hotels+Coimbatore
72373,703,Itanagar,Hotel Todo Itanagar,3,Executive,5456,4,0,2,10912,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,32736,22-06-2020,19-06-2020,https://tse1.mm.bing.net/th?q=Hotel+Todo+Itanagar+Itanagar
72384,703,Puducherry,Hotel Bon Sejour,3,Suite,7227,1,0,1,7227,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",7,50589,10-09-2020,03-09-2020,https://tse1.mm.bing.net/th?q=Hotel+Bon+Sejour+Puducherry
72385,703,Navi Mumbai,Ibis Navi Mumbai,3,Suite,5864,2,3,2,11728,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar']",3,35184,13-09-2020,10-09-2020,https://tse1.mm.bing.net/th?q=Ibis+Navi+Mumbai+Navi+Mumbai
72389,703,Raipur,Hotel Grand Imperia,3,Suite,6609,2,1,2,13218,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",6,79308,14-10-2020,08-10-2020,https://tse1.mm.bing.net/th?q=Hotel+Grand+Imperia+Raipur
72394,703,Visakhapatnam,Treebo Sriz Cozy Seethamadhara,3,Executive,6010,1,0,1,6010,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,6010,13-11-2020,12-11-2020,https://tse1.mm.bing.net/th?q=Treebo+Sriz+Cozy+Seethamadhara+Visakhapatnam
72395,703,Shimla,Hotel Combermere,3,Suite,7418,4,3,4,29672,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle', 'Bar']",7,207704,26-11-2020,19-11-2020,https://tse1.mm.bing.net/th?q=Hotel+Combermere+Shimla
72397,703,Shillong,Hotel Monsoon,2,Deluxe,3159,3,1,2,6318,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker']",5,31590,08-12-2020,03-12-2020,https://tse1.mm.bing.net/th?q=Hotel+Monsoon+Shillong
72400,703,Gwalior,Ramaya Hotel,3,Executive,4972,4,1,3,14916,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",7,104412,31-12-2020,24-12-2020,https://tse1.mm.bing.net/th?q=Ramaya+Hotel+Gwalior
72401,703,Patna,"Lemon Tree Premier, Patna",4,Deluxe,6202,3,3,3,18606,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,111636,07-01-2021,01-01-2021,https://tse1.mm.bing.net/th?q=Lemon+Tree+Premier+Patna+Patna
72402,703,Dehradun,Hotel Padmini Palace,3,Suite,5607,3,2,3,16821,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,84105,12-01-2021,07-01-2021,https://tse1.mm.bing.net/th?q=Hotel+Padmini+Palace+Dehradun
72407,703,Thiruvananthapuram,Hotel Town Tower,3,Deluxe,4456,4,0,2,8912,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,35648,15-02-2021,11-02-2021,https://tse1.mm.bing.net/th?q=Hotel+Town+Tower+Thiruvananthapuram
72409,703,Gangtok,The Nettle and Fern Hotel,3,Deluxe,4394,2,3,2,8788,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle']",6,52728,03-03-2021,25-02-2021,https://tse1.mm.bing.net/th?q=The+Nettle+and+Fern+Hotel+Gangtok
72410,704,Vijayawada,Hotel Aira,3,Suite,7136,3,0,2,14272,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",3,42816,29-09-2019,26-09-2019,https://tse1.mm.bing.net/th?q=Hotel+Aira+Vijayawada
72413,704,Ranchi,Hotel The Park Retreat,3,Deluxe,5019,4,3,4,20076,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Bar', 'Meeting Rooms']",4,80304,21-10-2019,17-10-2019,https://tse1.mm.bing.net/th?q=Hotel+The+Park+Retreat+Ranchi
72415,704,Diu,The Grand Highness,3,Suite,6698,1,1,1,6698,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",2,13396,02-11-2019,31-10-2019,https://tse1.mm.bing.net/th?q=The+Grand+Highness+Diu
72420,705,Mumbai,Grand Hyatt Mumbai,5,Executive,11712,4,1,3,35136,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",4,140544,07-10-2019,03-10-2019,https://tse1.mm.bing.net/th?q=Grand+Hyatt+Mumbai+Mumbai
72421,705,Dehradun,Gaharwar Home Stay,3,Deluxe,4281,3,2,3,12843,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",3,38529,13-10-2019,10-10-2019,https://tse1.mm.bing.net/th?q=Gaharwar+Home+Stay+Dehradun
72425,705,Diu,Hotel Apaar,3,Suite,5394,3,1,2,10788,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Airport Shuttle', 'Meeting Rooms']",4,43152,11-11-2019,07-11-2019,https://tse1.mm.bing.net/th?q=Hotel+Apaar+Diu
72431,705,Srinagar,The LaLit Grand Palace Srinagar,5,Deluxe,11153,1,0,1,11153,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service', 'Private Butler']",2,22306,22-12-2019,20-12-2019,https://tse1.mm.bing.net/th?q=The+LaLit+Grand+Palace+Srinagar+Srinagar
72436,705,Bhopal,Hotel Arch Manor Deluxe,3,Deluxe,3400,1,1,1,3400,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",4,13600,27-01-2020,23-01-2020,https://tse1.mm.bing.net/th?q=Hotel+Arch+Manor+Deluxe+Bhopal
72441,705,Shimla,Clarkes Hotel,4,Deluxe,6482,2,1,2,12964,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Sauna', 'Business Center']",3,38892,01-03-2020,27-02-2020,https://tse1.mm.bing.net/th?q=Clarkes+Hotel+Shimla
72442,705,Amritsar,Hyatt Regency Amritsar,5,Executive,12444,1,1,1,12444,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service']",1,12444,06-03-2020,05-03-2020,https://tse1.mm.bing.net/th?q=Hyatt+Regency+Amritsar  
72443,705,Hyderabad,"ITC Kohenur, a Luxury Collection Hotel",5,Executive,13725,4,0,2,27450,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Limousine Service']",4,109800,16-03-2020,12-03-2020,https://tse1.mm.bing.net/th?q=ITC+Kohenur+a+Luxury+Collection+Hotel+Hyderabad
72446,705,Ranchi,Hotel AVN Plaza,3,Suite,7179,1,2,1,7179,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms', 'Airport Shuttle']",6,43074,08-04-2020,02-04-2020,https://tse1.mm.bing.net/th?q=Hotel+AVN+Plaza+Ranchi
72447,705,Udaipur,Hotel Mandovin,3,Executive,5989,1,2,1,5989,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",5,29945,14-04-2020,09-04-2020,https://tse1.mm.bing.net/th?q=Hotel+Mandovin+Udaipur
72450,705,Jaipur,Four Points by Sheraton Jaipur,4,Suite,10316,2,0,1,10316,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge']",4,41264,04-05-2020,30-04-2020,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Jaipur+Jaipur
72462,705,Dabolim,Hotel Annapurna,2,Suite,3040,2,2,2,6080,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",4,24320,27-07-2020,23-07-2020,https://tse1.mm.bing.net/th?q=Hotel+Annapurna+Dabolim
72465,705,Visakhapatnam,Best Western Plus Tejvivaan,4,Suite,9402,2,1,2,18804,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",6,112824,19-08-2020,13-08-2020,https://tse1.mm.bing.net/th?q=Best+Western+Plus+Tejvivaan+Visakhapatnam
72468,705,Puri,The Chariot Resort & Spa,4,Executive,6757,1,1,1,6757,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center']",6,40542,09-09-2020,03-09-2020,https://tse1.mm.bing.net/th?q=The+Chariot+Resort+%26+Spa+Puri
72470,705,Ranchi,Hotel The Park Retreat,3,Deluxe,5019,2,0,1,5019,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,10038,19-09-2020,17-09-2020,https://tse1.mm.bing.net/th?q=Hotel+The+Park+Retreat+Ranchi
72480,705,Bengaluru,Hotel Presidency,3,Suite,6927,4,0,2,13854,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",1,13854,27-11-2020,26-11-2020,https://tse1.mm.bing.net/th?q=Hotel+Presidency+Bengaluru  
72481,705,Surat,Hotel Orange International,3,Deluxe,3898,1,2,1,3898,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Airport Shuttle']",3,11694,06-12-2020,03-12-2020,https://tse1.mm.bing.net/th?q=Hotel+Orange+International+Surat
72489,705,Udaipur,Super Hotel O Udaipur Jaysamand Road formerly Shree Palace,5,Suite,15288,3,1,2,30576,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge']",4,122304,01-02-2021,28-01-2021,https://tse1.mm.bing.net/th?q=Super+Hotel+O+Udaipur+Jaysamand+Road+formerly+Shree+Palace+Udaipur
72497,705,Guwahati,Hotel Prag Continental,3,Deluxe,4324,2,1,2,8648,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Airport Shuttle', 'Meeting Rooms', 'Bar']",2,17296,27-03-2021,25-03-2021,https://tse1.mm.bing.net/th?q=Hotel+Prag+Continental+Guwahati
72499,705,Delhi NCR,Holiday Inn New Delhi International Airport,4,Suite,9916,1,2,1,9916,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",6,59496,14-04-2021,08-04-2021,https://tse1.mm.bing.net/th?q=Holiday+Inn+New+Delhi+International+Airport
72501,705,Udaipur,Super Hotel O Udaipur Jaysamand Road formerly Shree Palace,5,Executive,13250,2,0,1,13250,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",7,92750,29-04-2021,22-04-2021,https://tse1.mm.bing.net/th?q=Super+Hotel+O+Udaipur+Jaysamand+Road+formerly+Shree+Palace+Udaipur
72504,705,Varanasi,Hotel Hindusthan International Varanasi,4,Suite,9231,1,1,1,9231,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Business Center', 'Rooftop Lounge']",1,9231,14-05-2021,13-05-2021,https://tse1.mm.bing.net/th?q=Hotel+Hindusthan+International+Varanasi+Varanasi
72505,705,Coimbatore,Radisson Blu Hotel Coimbatore,5,Suite,13788,4,1,3,41364,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Private Butler']",5,206820,25-05-2021,20-05-2021,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Coimbatore
72506,705,Raipur,Hotel Shamrock Greens,4,Suite,9522,3,2,3,28566,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",3,85698,30-05-2021,27-05-2021,https://tse1.mm.bing.net/th?q=Hotel+Shamrock+Greens+Raipur
72507,705,Kullu-Manali,Hotel Honeymoon Inn Manali,3,Executive,5147,3,3,3,15441,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,77205,08-06-2021,03-06-2021,https://tse1.mm.bing.net/th?q=Hotel+Honeymoon+Inn+Manali+Kullu-Manali
72515,705,Prayagraj,Hotel Polo Max Allahabad,3,Executive,3946,2,2,2,7892,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms', 'Bar']",2,15784,31-07-2021,29-07-2021,https://tse1.mm.bing.net/th?q=Hotel+Polo+Max+Allahabad+Prayagraj
72519,705,Guwahati,Radisson Blu Hotel Guwahati,5,Executive,13855,4,2,3,41565,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Limousine Service', 'Private Butler']",4,166260,30-08-2021,26-08-2021,https://tse1.mm.bing.net/th?q=Radisson+Blu+Hotel+Guwahati
72522,705,Imphal,Hotel Nirmala,2,Suite,4012,1,0,1,4012,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Coffee Maker', 'Laundry']",7,28084,23-09-2021,16-09-2021,https://tse1.mm.bing.net/th?q=Hotel+Nirmala+Imphal
72524,705,Pune,JW Marriott Hotel Pune,5,Suite,15268,3,0,2,30536,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",6,183216,06-10-2021,30-09-2021,https://tse1.mm.bing.net/th?q=JW+Marriott+Hotel+Pune+Pune
72527,705,Srinagar,Vivanta Dal View,5,Suite,16016,4,0,2,32032,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",6,192192,27-10-2021,21-10-2021,https://tse1.mm.bing.net/th?q=Vivanta+Dal+View+Srinagar
72530,705,Mopa,Hotel Swarnam,2,Executive,3596,3,1,2,7192,"['Wi-Fi', 'Parking', 'Room Service', 'TV']",3,21576,14-11-2021,11-11-2021,https://tse1.mm.bing.net/th?q=Hotel+Swarnam+Mopa
72532,705,Raipur,Hyatt Raipur,4,Suite,7638,3,3,3,22914,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Rooftop Lounge', 'Business Center']",2,45828,27-11-2021,25-11-2021,https://tse1.mm.bing.net/th?q=Hyatt+Raipur+Raipur
72534,705,Prayagraj,Hotel Polo Max Allahabad,3,Suite,4552,2,1,2,9104,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant']",2,18208,11-12-2021,09-12-2021,https://tse1.mm.bing.net/th?q=Hotel+Polo+Max+Allahabad+Prayagraj
72544,705,Itanagar,Hotel Pybss,3,Executive,5008,3,0,2,10016,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",4,40064,21-02-2022,17-02-2022,https://tse1.mm.bing.net/th?q=Hotel+Pybss+Itanagar
72546,705,Dabolim,Hotel Avisha Residency,1,Deluxe,1937,3,2,3,5811,"['Wi-Fi', 'Parking']",2,11622,05-03-2022,03-03-2022,https://tse1.mm.bing.net/th?q=Hotel+Avisha+Residency+Dabolim
72547,705,Nashik,Express Inn Nashik,4,Executive,6978,1,2,1,6978,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Business Center']",3,20934,13-03-2022,10-03-2022,https://tse1.mm.bing.net/th?q=Express+Inn+Nashik+Nashik
72550,705,Puri,The Chariot Resort & Spa,4,Executive,6757,2,2,2,13514,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna', 'Rooftop Lounge', 'Business Center']",5,67570,05-04-2022,31-03-2022,https://tse1.mm.bing.net/th?q=The+Chariot+Resort+%26+Spa+Puri
72555,705,Imphal,Hotel Bheigo,2,Executive,3389,4,1,3,10167,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",6,61002,11-05-2022,05-05-2022,https://tse1.mm.bing.net/th?q=Hotel+Bheigo+Imphal
72562,705,Thiruvananthapuram,Hotel Horizon,3,Deluxe,3478,1,2,1,3478,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",7,24346,30-06-2022,23-06-2022,https://tse1.mm.bing.net/th?q=Hotel+Horizon+Thiruvananthapuram
72563,705,Ranchi,Capitol Hill,4,Suite,9338,1,1,1,9338,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Sauna']",4,37352,04-07-2022,30-06-2022,https://tse1.mm.bing.net/th?q=Capitol+Hill+Ranchi
72568,705,Patna,Hotel Windsor,3,Deluxe,4166,3,0,2,8332,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar']",5,41660,09-08-2022,04-08-2022,https://tse1.mm.bing.net/th?q=Hotel+Windsor+Patna
72569,705,Tirupati,Hotel Regalia,3,Executive,6466,4,2,3,19398,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Bar', 'Meeting Rooms']",5,96990,16-08-2022,11-08-2022,https://tse1.mm.bing.net/th?q=Hotel+Regalia+Tirupati
72570,705,Kota,Hotel Park Horizon,3,Executive,5394,4,3,4,21576,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Meeting Rooms']",5,107880,23-08-2022,18-08-2022,https://tse1.mm.bing.net/th?q=Hotel+Park+Horizon+Kota
72571,705,Varanasi,Taj Nadesar Palace,5,Executive,10496,4,2,3,31488,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad']",5,157440,30-08-2022,25-08-2022,https://tse1.mm.bing.net/th?q=Taj+Nadesar+Palace+Varanasi
72575,705,Jaipur,Four Points by Sheraton Jaipur,4,Executive,8940,4,2,3,26820,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar']",5,134100,27-09-2022,22-09-2022,https://tse1.mm.bing.net/th?q=Four+Points+by+Sheraton+Jaipur+Jaipur
72580,705,Bilaspur,Hotel Vinayak Palace,2,Deluxe,2258,4,0,2,4516,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Laundry', 'Coffee Maker']",7,31612,03-11-2022,27-10-2022,https://tse1.mm.bing.net/th?q=Hotel+Vinayak+Palace+Bilaspur
72582,705,Hyderabad,Park Hyatt Hyderabad,5,Suite,12562,4,1,3,37686,"['Wi-Fi', 'Parking', 'Room Service', 'TV', 'Gym', 'Restaurant', 'Pool', 'Spa', 'Bar', 'Valet Parking', 'Suites', 'Concierge', 'Helipad', 'Private Butler', 'Limousine Service']",7,263802,17-11-2022,10-11-2022,https://tse1.mm.bing.net/th?q=Park+Hyatt+Hyderabad
